@RELATION mail

@ATTRIBUTE length NUMERIC
@ATTRIBUTE num_chunks NUMERIC
@ATTRIBUTE num_letters NUMERIC
@ATTRIBUTE word_mean NUMERIC
@ATTRIBUTE num_words NUMERIC
@ATTRIBUTE 'num_{\ }' NUMERIC
@ATTRIBUTE 'num_{\!}' NUMERIC
@ATTRIBUTE 'num_{\"}' NUMERIC
@ATTRIBUTE 'num_{\#}' NUMERIC
@ATTRIBUTE 'num_{\$}' NUMERIC
@ATTRIBUTE 'num_{\%}' NUMERIC
@ATTRIBUTE 'num_{\&}' NUMERIC
@ATTRIBUTE 'num_{\'}' NUMERIC
@ATTRIBUTE 'num_{\(}' NUMERIC
@ATTRIBUTE 'num_{\)}' NUMERIC
@ATTRIBUTE 'num_{\*}' NUMERIC
@ATTRIBUTE 'num_{\+}' NUMERIC
@ATTRIBUTE 'num_{\,}' NUMERIC
@ATTRIBUTE 'num_{\-}' NUMERIC
@ATTRIBUTE 'num_{\.}' NUMERIC
@ATTRIBUTE 'num_{\/}' NUMERIC
@ATTRIBUTE 'num_{0}' NUMERIC
@ATTRIBUTE 'num_{1}' NUMERIC
@ATTRIBUTE 'num_{2}' NUMERIC
@ATTRIBUTE 'num_{3}' NUMERIC
@ATTRIBUTE 'num_{4}' NUMERIC
@ATTRIBUTE 'num_{5}' NUMERIC
@ATTRIBUTE 'num_{6}' NUMERIC
@ATTRIBUTE 'num_{7}' NUMERIC
@ATTRIBUTE 'num_{8}' NUMERIC
@ATTRIBUTE 'num_{9}' NUMERIC
@ATTRIBUTE 'num_{\:}' NUMERIC
@ATTRIBUTE 'num_{\;}' NUMERIC
@ATTRIBUTE 'num_{\<}' NUMERIC
@ATTRIBUTE 'num_{\=}' NUMERIC
@ATTRIBUTE 'num_{\>}' NUMERIC
@ATTRIBUTE 'num_{\?}' NUMERIC
@ATTRIBUTE 'num_{\@}' NUMERIC
@ATTRIBUTE 'num_{A}' NUMERIC
@ATTRIBUTE 'num_{B}' NUMERIC
@ATTRIBUTE 'num_{C}' NUMERIC
@ATTRIBUTE 'num_{D}' NUMERIC
@ATTRIBUTE 'num_{E}' NUMERIC
@ATTRIBUTE 'num_{F}' NUMERIC
@ATTRIBUTE 'num_{G}' NUMERIC
@ATTRIBUTE 'num_{H}' NUMERIC
@ATTRIBUTE 'num_{I}' NUMERIC
@ATTRIBUTE 'num_{J}' NUMERIC
@ATTRIBUTE 'num_{K}' NUMERIC
@ATTRIBUTE 'num_{L}' NUMERIC
@ATTRIBUTE 'num_{M}' NUMERIC
@ATTRIBUTE 'num_{N}' NUMERIC
@ATTRIBUTE 'num_{O}' NUMERIC
@ATTRIBUTE 'num_{P}' NUMERIC
@ATTRIBUTE 'num_{Q}' NUMERIC
@ATTRIBUTE 'num_{R}' NUMERIC
@ATTRIBUTE 'num_{S}' NUMERIC
@ATTRIBUTE 'num_{T}' NUMERIC
@ATTRIBUTE 'num_{U}' NUMERIC
@ATTRIBUTE 'num_{V}' NUMERIC
@ATTRIBUTE 'num_{W}' NUMERIC
@ATTRIBUTE 'num_{X}' NUMERIC
@ATTRIBUTE 'num_{Y}' NUMERIC
@ATTRIBUTE 'num_{Z}' NUMERIC
@ATTRIBUTE 'num_{\[}' NUMERIC
@ATTRIBUTE 'num_{\\}' NUMERIC
@ATTRIBUTE 'num_{\]}' NUMERIC
@ATTRIBUTE 'num_{\^}' NUMERIC
@ATTRIBUTE 'num_{_}' NUMERIC
@ATTRIBUTE 'num_{\`}' NUMERIC
@ATTRIBUTE 'num_{a}' NUMERIC
@ATTRIBUTE 'num_{b}' NUMERIC
@ATTRIBUTE 'num_{c}' NUMERIC
@ATTRIBUTE 'num_{d}' NUMERIC
@ATTRIBUTE 'num_{e}' NUMERIC
@ATTRIBUTE 'num_{f}' NUMERIC
@ATTRIBUTE 'num_{g}' NUMERIC
@ATTRIBUTE 'num_{h}' NUMERIC
@ATTRIBUTE 'num_{i}' NUMERIC
@ATTRIBUTE 'num_{j}' NUMERIC
@ATTRIBUTE 'num_{k}' NUMERIC
@ATTRIBUTE 'num_{l}' NUMERIC
@ATTRIBUTE 'num_{m}' NUMERIC
@ATTRIBUTE 'num_{n}' NUMERIC
@ATTRIBUTE 'num_{o}' NUMERIC
@ATTRIBUTE 'num_{p}' NUMERIC
@ATTRIBUTE 'num_{q}' NUMERIC
@ATTRIBUTE 'num_{r}' NUMERIC
@ATTRIBUTE 'num_{s}' NUMERIC
@ATTRIBUTE 'num_{t}' NUMERIC
@ATTRIBUTE 'num_{u}' NUMERIC
@ATTRIBUTE 'num_{v}' NUMERIC
@ATTRIBUTE 'num_{w}' NUMERIC
@ATTRIBUTE 'num_{x}' NUMERIC
@ATTRIBUTE 'num_{y}' NUMERIC
@ATTRIBUTE 'num_{z}' NUMERIC
@ATTRIBUTE 'num_{\{}' NUMERIC
@ATTRIBUTE 'num_{\|}' NUMERIC
@ATTRIBUTE 'num_{\}}' NUMERIC
@ATTRIBUTE 'num_{\~}' NUMERIC
@ATTRIBUTE 'word_len_{1}' NUMERIC
@ATTRIBUTE 'word_len_{2}' NUMERIC
@ATTRIBUTE 'word_len_{3}' NUMERIC
@ATTRIBUTE 'word_len_{4}' NUMERIC
@ATTRIBUTE 'word_len_{5}' NUMERIC
@ATTRIBUTE 'word_len_{6}' NUMERIC
@ATTRIBUTE 'word_len_{7}' NUMERIC
@ATTRIBUTE 'word_len_{8}' NUMERIC
@ATTRIBUTE 'word_len_{9}' NUMERIC
@ATTRIBUTE 'word_len_{10}' NUMERIC
@ATTRIBUTE 'word_len_{11}' NUMERIC
@ATTRIBUTE 'word_len_{12}' NUMERIC
@ATTRIBUTE 'word_len_{13}' NUMERIC
@ATTRIBUTE 'word_len_{14}' NUMERIC
@ATTRIBUTE 'word_len_{15}' NUMERIC
@ATTRIBUTE 'word_len_{16}' NUMERIC
@ATTRIBUTE 'word_len_{17}' NUMERIC
@ATTRIBUTE 'word_len_{18}' NUMERIC
@ATTRIBUTE 'word_len_{19}' NUMERIC
@ATTRIBUTE 'word_len_{20}' NUMERIC
@ATTRIBUTE 'consequent_{2}' NUMERIC
@ATTRIBUTE 'consequent_{3}' NUMERIC
@ATTRIBUTE 'consequent_{4}' NUMERIC
@ATTRIBUTE 'consequent_{5}' NUMERIC
@ATTRIBUTE 'consequent_{6}' NUMERIC
@ATTRIBUTE 'consequent_{7}' NUMERIC
@ATTRIBUTE 'consequent_{8}' NUMERIC
@ATTRIBUTE 'consequent_{9}' NUMERIC
@ATTRIBUTE 'consequent_{10}' NUMERIC
@ATTRIBUTE num_spam NUMERIC
@ATTRIBUTE 'num_spam_word{Africa}' NUMERIC
@ATTRIBUTE 'num_spam_word{akcija}' NUMERIC
@ATTRIBUTE 'num_spam_word{discount}' NUMERIC
@ATTRIBUTE 'num_spam_word{dovana}' NUMERIC
@ATTRIBUTE 'num_spam_word{enlarge}' NUMERIC
@ATTRIBUTE 'num_spam_word{help}' NUMERIC
@ATTRIBUTE 'num_spam_word{laimėjote}' NUMERIC
@ATTRIBUTE 'num_spam_word{milijonas}' NUMERIC
@ATTRIBUTE 'num_spam_word{million}' NUMERIC
@ATTRIBUTE 'num_spam_word{nemokamai}' NUMERIC
@ATTRIBUTE 'num_spam_word{nuolaida}' NUMERIC
@ATTRIBUTE 'num_spam_word{penis}' NUMERIC
@ATTRIBUTE 'num_spam_word{poverty}' NUMERIC
@ATTRIBUTE 'num_spam_word{prizas}' NUMERIC
@ATTRIBUTE 'num_spam_word{prize}' NUMERIC
@ATTRIBUTE 'num_spam_word{sex}' NUMERIC
@ATTRIBUTE 'num_spam_word{viagra}' NUMERIC
@ATTRIBUTE 'num_spam_word{won}' NUMERIC
@ATTRIBUTE num_money NUMERIC
@ATTRIBUTE class {0,1}

@DATA
577, 45, 506, 11.2444444444444, 82, 33, 0, 2, 0, 0, 0, 0, 0, 1, 1, 2, 0, 2, 9, 13, 12, 4, 5, 7, 5, 2, 1, 2, 3, 9, 6, 12, 1, 2, 2, 2, 1, 2, 1, 0, 2, 1, 2, 2, 0, 3, 2, 1, 0, 0, 7, 0, 0, 9, 0, 0, 0, 3, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 32, 4, 6, 5, 28, 3, 6, 6, 33, 3, 10, 17, 9, 19, 28, 24, 0, 17, 19, 36, 12, 8, 1, 1, 6, 0, 0, 0, 0, 0, 1, 2, 3, 3, 3, 3, 2, 1, 9, 1, 5, 2, 3, 1, 0, 0, 1, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2455, 131, 2198, 16.7786259541985, 333, 171, 0, 2, 0, 0, 0, 0, 0, 8, 8, 0, 10, 4, 61, 62, 8, 93, 66, 55, 48, 51, 45, 37, 34, 38, 36, 38, 27, 2, 56, 2, 0, 9, 15, 4, 12, 21, 18, 12, 11, 6, 12, 6, 7, 9, 24, 10, 7, 12, 9, 13, 25, 28, 6, 8, 12, 12, 7, 7, 1, 0, 1, 0, 0, 0, 69, 40, 55, 74, 112, 22, 28, 26, 64, 12, 16, 32, 62, 47, 80, 42, 15, 47, 74, 56, 29, 19, 13, 23, 10, 16, 0, 0, 0, 0, 0, 14, 7, 17, 7, 3, 2, 5, 7, 6, 2, 4, 14, 3, 3, 3, 2, 0, 1, 0, 109, 39, 28, 21, 16, 12, 7, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4615, 372, 4028, 10.8279569892473, 715, 405, 5, 138, 11, 0, 5, 1, 28, 2, 2, 3, 1, 28, 100, 33, 80, 84, 61, 26, 93, 46, 25, 22, 15, 20, 15, 81, 60, 82, 159, 82, 5, 5, 6, 2, 16, 76, 10, 6, 3, 4, 11, 4, 3, 9, 9, 1, 6, 4, 1, 5, 20, 20, 11, 7, 7, 3, 2, 0, 2, 0, 2, 0, 9, 0, 180, 70, 84, 148, 235, 57, 67, 79, 152, 7, 12, 128, 64, 146, 165, 100, 5, 172, 115, 234, 44, 14, 51, 65, 42, 11, 2, 0, 2, 0, 18, 21, 26, 34, 31, 35, 30, 26, 10, 10, 9, 11, 12, 6, 9, 11, 19, 3, 7, 4, 187, 67, 43, 31, 27, 17, 14, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1699, 137, 1469, 10.7226277372263, 251, 164, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 5, 7, 16, 57, 3, 61, 72, 40, 31, 27, 40, 15, 19, 20, 11, 30, 15, 3, 16, 3, 0, 9, 5, 5, 8, 11, 7, 8, 6, 5, 6, 2, 11, 6, 15, 3, 7, 12, 4, 10, 19, 19, 2, 2, 3, 5, 5, 2, 2, 0, 2, 0, 0, 0, 38, 15, 55, 47, 102, 23, 24, 16, 49, 7, 5, 22, 46, 22, 75, 23, 4, 39, 45, 32, 21, 13, 8, 11, 11, 4, 0, 0, 0, 0, 0, 18, 9, 22, 14, 3, 4, 8, 7, 2, 4, 5, 8, 4, 2, 3, 2, 1, 1, 1, 60, 16, 13, 7, 7, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3874, 400, 3339, 8.3475, 637, 327, 4, 48, 6, 0, 0, 12, 2, 7, 7, 0, 2, 31, 24, 60, 99, 35, 36, 23, 47, 19, 35, 12, 16, 16, 9, 41, 11, 55, 62, 55, 4, 3, 2, 6, 23, 44, 2, 4, 1, 3, 8, 3, 0, 0, 6, 0, 5, 7, 0, 9, 6, 18, 3, 1, 5, 0, 0, 0, 2, 0, 2, 0, 0, 0, 168, 42, 122, 110, 294, 72, 41, 97, 117, 1, 15, 95, 72, 166, 250, 68, 2, 169, 144, 199, 60, 17, 25, 7, 42, 3, 0, 0, 0, 0, 11, 61, 76, 55, 46, 30, 26, 12, 6, 11, 19, 7, 7, 1, 0, 2, 0, 1, 1, 1, 77, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
437, 40, 388, 9.7, 75, 31, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 4, 11, 7, 0, 19, 22, 15, 8, 4, 12, 14, 11, 3, 2, 14, 1, 1, 7, 1, 4, 3, 3, 2, 4, 6, 2, 3, 3, 2, 4, 1, 0, 2, 5, 0, 2, 2, 2, 2, 5, 8, 2, 1, 4, 3, 1, 0, 0, 0, 0, 0, 1, 0, 14, 5, 4, 7, 22, 1, 5, 1, 17, 1, 3, 8, 10, 5, 7, 3, 0, 6, 8, 7, 3, 4, 4, 3, 2, 1, 0, 0, 0, 0, 0, 4, 5, 7, 6, 0, 1, 5, 1, 0, 2, 0, 2, 1, 1, 0, 0, 0, 1, 0, 16, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
937, 81, 822, 10.1481481481481, 117, 63, 0, 2, 0, 0, 0, 0, 0, 2, 2, 0, 0, 10, 17, 2, 8, 12, 20, 16, 1, 5, 8, 4, 4, 4, 4, 6, 3, 12, 11, 12, 6, 2, 0, 0, 5, 2, 1, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 3, 1, 8, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 74, 18, 16, 33, 53, 9, 8, 3, 69, 6, 17, 23, 11, 35, 42, 20, 1, 43, 35, 50, 26, 16, 0, 2, 8, 0, 0, 0, 0, 0, 2, 9, 3, 7, 12, 10, 3, 3, 0, 3, 3, 2, 8, 2, 0, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1278, 115, 1080, 9.39130434782609, 216, 147, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 2, 6, 21, 53, 1, 59, 50, 38, 8, 10, 27, 11, 31, 16, 16, 24, 6, 3, 7, 3, 0, 9, 6, 0, 3, 7, 7, 2, 5, 4, 1, 0, 0, 3, 6, 1, 0, 8, 0, 9, 18, 16, 0, 0, 1, 3, 0, 1, 2, 0, 2, 0, 1, 0, 34, 8, 17, 31, 72, 9, 13, 13, 62, 3, 2, 30, 35, 24, 38, 22, 1, 27, 32, 35, 14, 13, 6, 6, 4, 0, 0, 0, 0, 0, 0, 17, 8, 19, 10, 3, 3, 6, 5, 2, 4, 4, 6, 5, 3, 4, 0, 0, 1, 3, 55, 17, 14, 7, 7, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1222, 98, 1074, 10.9591836734694, 160, 72, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 2, 5, 31, 20, 3, 35, 25, 18, 5, 7, 9, 8, 13, 6, 6, 18, 2, 5, 23, 5, 8, 6, 9, 9, 11, 11, 17, 11, 0, 0, 5, 3, 2, 5, 17, 2, 8, 3, 5, 8, 5, 14, 2, 4, 3, 5, 3, 0, 0, 0, 0, 0, 17, 0, 64, 12, 11, 23, 58, 9, 13, 5, 70, 5, 25, 36, 26, 43, 39, 10, 1, 29, 32, 54, 21, 10, 14, 4, 12, 3, 0, 0, 0, 0, 2, 7, 12, 8, 8, 3, 7, 11, 10, 2, 6, 1, 5, 1, 2, 1, 0, 0, 0, 0, 23, 7, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5048, 372, 4419, 11.8790322580645, 789, 231, 4, 32, 8, 0, 2, 2, 38, 7, 7, 7, 0, 24, 82, 50, 78, 70, 46, 36, 93, 8, 10, 5, 4, 7, 2, 109, 43, 141, 123, 141, 2, 6, 16, 3, 7, 83, 11, 10, 1, 3, 1, 1, 0, 6, 29, 25, 1, 5, 1, 15, 16, 25, 1, 6, 3, 0, 1, 0, 4, 3, 4, 0, 8, 0, 272, 49, 79, 71, 235, 104, 30, 31, 246, 12, 41, 180, 111, 217, 261, 135, 1, 133, 222, 238, 60, 55, 24, 12, 70, 30, 12, 0, 12, 0, 35, 27, 22, 21, 28, 21, 16, 37, 11, 8, 9, 22, 12, 8, 1, 3, 9, 9, 9, 4, 47, 10, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2421, 167, 2061, 12.3413173652695, 343, 284, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 10, 9, 36, 58, 5, 98, 66, 65, 34, 35, 48, 36, 44, 27, 21, 61, 17, 4, 30, 4, 4, 10, 14, 6, 12, 16, 14, 11, 8, 11, 14, 7, 10, 7, 16, 12, 6, 18, 11, 16, 30, 23, 9, 8, 15, 11, 6, 11, 1, 0, 1, 0, 5, 0, 64, 25, 46, 67, 114, 20, 46, 24, 81, 15, 11, 35, 68, 42, 64, 26, 12, 37, 56, 38, 22, 19, 13, 14, 21, 8, 0, 0, 0, 0, 0, 23, 12, 29, 16, 4, 3, 10, 8, 3, 5, 5, 8, 2, 2, 2, 0, 1, 1, 3, 137, 46, 36, 19, 19, 19, 16, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1466, 151, 1220, 8.0794701986755, 251, 192, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 4, 7, 18, 56, 0, 62, 52, 32, 12, 21, 29, 23, 29, 22, 11, 33, 6, 3, 3, 3, 0, 10, 8, 1, 1, 6, 4, 4, 4, 2, 1, 0, 0, 1, 11, 1, 1, 13, 0, 9, 8, 11, 0, 0, 0, 4, 0, 0, 2, 0, 2, 0, 0, 0, 30, 18, 24, 36, 66, 12, 28, 11, 71, 4, 3, 32, 33, 39, 61, 29, 0, 39, 30, 45, 27, 7, 10, 6, 7, 0, 0, 0, 0, 0, 0, 22, 17, 23, 17, 8, 5, 9, 7, 0, 4, 8, 5, 6, 1, 4, 2, 0, 1, 0, 73, 23, 18, 10, 8, 8, 7, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3104, 144, 2888, 20.0555555555556, 522, 98, 0, 54, 0, 0, 6, 0, 0, 11, 11, 0, 0, 45, 85, 17, 47, 45, 58, 49, 58, 29, 41, 3, 31, 40, 26, 50, 25, 34, 158, 34, 4, 2, 26, 12, 46, 29, 12, 10, 0, 0, 0, 0, 0, 4, 2, 0, 0, 2, 1, 3, 1, 14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 184, 52, 56, 71, 114, 68, 36, 11, 159, 13, 51, 149, 55, 98, 100, 22, 2, 103, 140, 120, 43, 36, 18, 2, 33, 11, 0, 0, 0, 0, 4, 4, 12, 6, 4, 3, 2, 3, 3, 5, 8, 5, 5, 6, 3, 5, 2, 2, 4, 2, 74, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
654, 43, 600, 13.953488372093, 94, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 4, 14, 11, 0, 23, 24, 21, 10, 9, 9, 11, 9, 4, 4, 16, 1, 3, 14, 3, 8, 5, 8, 4, 8, 7, 1, 8, 4, 4, 5, 4, 4, 4, 6, 3, 3, 5, 7, 8, 6, 9, 4, 2, 5, 10, 6, 4, 0, 0, 0, 0, 7, 0, 18, 5, 8, 13, 31, 4, 13, 1, 29, 3, 1, 11, 18, 11, 14, 5, 0, 9, 14, 8, 7, 9, 4, 5, 5, 1, 0, 0, 0, 0, 0, 4, 5, 7, 6, 0, 0, 4, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 1, 0, 15, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3697, 201, 3414, 16.9850746268657, 633, 139, 0, 72, 1, 0, 6, 2, 0, 11, 11, 0, 0, 49, 87, 34, 53, 46, 68, 59, 65, 37, 39, 5, 37, 41, 22, 58, 29, 51, 185, 64, 4, 5, 30, 12, 52, 38, 12, 10, 0, 0, 0, 0, 0, 4, 2, 0, 0, 2, 1, 3, 1, 14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 219, 57, 69, 104, 133, 75, 55, 12, 185, 20, 55, 170, 68, 110, 114, 28, 6, 124, 159, 137, 58, 42, 18, 6, 34, 13, 0, 0, 0, 0, 19, 18, 13, 7, 6, 5, 3, 5, 4, 4, 9, 7, 9, 2, 3, 8, 4, 3, 6, 3, 83, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2690, 173, 2310, 13.3526011560694, 368, 295, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 9, 9, 41, 64, 10, 100, 81, 63, 35, 25, 50, 22, 45, 27, 31, 65, 17, 7, 31, 7, 4, 13, 18, 10, 17, 23, 15, 16, 17, 12, 14, 12, 9, 11, 24, 16, 12, 22, 13, 25, 32, 32, 10, 11, 14, 20, 11, 7, 1, 0, 1, 0, 9, 0, 69, 25, 53, 63, 113, 24, 57, 30, 96, 14, 15, 44, 72, 43, 65, 36, 7, 42, 59, 41, 35, 28, 18, 17, 21, 11, 0, 0, 0, 0, 0, 23, 12, 29, 16, 4, 3, 10, 8, 3, 6, 7, 7, 3, 2, 2, 1, 1, 1, 2, 136, 49, 38, 20, 20, 20, 17, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8091, 493, 7429, 15.0689655172414, 1489, 364, 0, 148, 1, 0, 6, 4, 0, 32, 32, 0, 0, 113, 142, 54, 75, 113, 116, 114, 131, 72, 96, 13, 83, 132, 70, 112, 63, 105, 570, 137, 4, 8, 88, 32, 152, 88, 67, 16, 2, 1, 2, 0, 6, 8, 4, 2, 1, 4, 1, 5, 3, 16, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 36, 0, 487, 118, 118, 185, 275, 152, 122, 15, 432, 36, 130, 362, 146, 206, 228, 67, 10, 265, 357, 262, 137, 102, 19, 13, 74, 27, 0, 0, 0, 0, 27, 49, 46, 27, 15, 16, 10, 14, 19, 16, 16, 21, 16, 12, 10, 9, 10, 9, 8, 5, 145, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2324, 167, 1964, 11.7604790419162, 331, 284, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 8, 9, 32, 56, 7, 95, 74, 54, 32, 41, 50, 27, 46, 27, 22, 61, 17, 4, 24, 4, 0, 10, 13, 11, 9, 18, 18, 17, 11, 9, 13, 8, 10, 9, 22, 9, 6, 20, 6, 15, 27, 21, 1, 8, 4, 14, 3, 3, 1, 0, 1, 0, 0, 0, 56, 30, 44, 41, 94, 24, 41, 22, 93, 12, 11, 39, 62, 33, 66, 30, 6, 43, 45, 52, 26, 19, 13, 12, 14, 7, 0, 0, 0, 0, 3, 20, 12, 29, 16, 4, 5, 10, 8, 3, 5, 7, 5, 3, 3, 1, 0, 1, 2, 4, 138, 46, 36, 19, 19, 19, 16, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
558, 49, 486, 9.91836734693878, 70, 38, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 4, 16, 20, 4, 12, 0, 8, 0, 5, 6, 4, 5, 3, 5, 4, 5, 2, 2, 0, 0, 3, 0, 0, 3, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 11, 12, 18, 36, 6, 5, 3, 34, 0, 11, 14, 10, 13, 20, 13, 0, 18, 16, 28, 16, 9, 0, 2, 6, 0, 0, 0, 0, 0, 0, 3, 5, 9, 8, 3, 0, 1, 2, 1, 1, 1, 5, 0, 2, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
595, 44, 540, 12.2727272727273, 90, 33, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 5, 4, 11, 11, 0, 25, 23, 21, 10, 9, 16, 3, 9, 8, 8, 17, 1, 3, 9, 3, 4, 5, 10, 3, 6, 10, 4, 7, 5, 2, 5, 2, 3, 4, 4, 1, 3, 4, 5, 7, 5, 11, 3, 1, 1, 7, 4, 1, 0, 0, 0, 0, 1, 0, 19, 7, 13, 4, 26, 4, 7, 3, 23, 2, 0, 11, 14, 12, 10, 6, 0, 15, 8, 4, 4, 5, 5, 6, 2, 4, 0, 0, 0, 0, 2, 2, 6, 7, 6, 0, 1, 4, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 1, 0, 13, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1629, 142, 1435, 10.1056338028169, 256, 108, 0, 18, 1, 0, 0, 2, 0, 0, 0, 2, 0, 10, 24, 20, 17, 25, 38, 6, 17, 15, 10, 0, 10, 13, 8, 17, 7, 42, 39, 46, 6, 5, 2, 2, 12, 10, 2, 4, 0, 0, 0, 2, 0, 9, 0, 0, 0, 0, 1, 3, 5, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 100, 35, 31, 52, 79, 9, 30, 4, 91, 10, 30, 43, 29, 47, 49, 27, 6, 54, 54, 78, 58, 32, 0, 6, 11, 0, 0, 0, 0, 0, 9, 11, 12, 19, 10, 19, 4, 1, 9, 3, 2, 3, 6, 2, 2, 4, 1, 2, 0, 1, 23, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
668, 45, 610, 13.5555555555556, 95, 33, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 5, 4, 12, 13, 0, 26, 21, 18, 9, 9, 14, 9, 14, 8, 13, 17, 1, 4, 9, 4, 4, 6, 14, 5, 8, 11, 4, 5, 7, 3, 5, 1, 3, 4, 4, 3, 4, 5, 4, 7, 6, 11, 6, 1, 6, 10, 6, 2, 0, 0, 0, 0, 3, 0, 20, 9, 15, 7, 28, 5, 9, 2, 25, 3, 0, 13, 18, 12, 12, 6, 0, 12, 11, 5, 5, 4, 6, 7, 4, 2, 0, 0, 0, 0, 0, 4, 6, 7, 6, 0, 1, 4, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 1, 0, 12, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
